Clave,id_edo,id_mun,id_loc,Estado,Municipio,Nombre de localidad
201900014,20,190,14,Oaxaca,San Juan Cotzocón,Santa María Matamoros
201900016,20,190,16,Oaxaca,San Juan Cotzocón,La Nueva Raza
201900021,20,190,21,Oaxaca,San Juan Cotzocón,Profesor Julio de la Fuente
201900022,20,190,22,Oaxaca,San Juan Cotzocón,Santa María Puxmetacán
201900024,20,190,24,Oaxaca,San Juan Cotzocón,Santa Rosa Zihualtepec
201900025,20,190,25,Oaxaca,San Juan Cotzocón,El Tesoro
201900168,20,190,168,Oaxaca,San Juan Cotzocón,Arroyo Venado
201980012,20,198,12,Oaxaca,San Juan Guichicovi,Mogoñé Viejo
201980015,20,198,15,Oaxaca,San Juan Guichicovi,Piedra Blanca
201980018,20,198,18,Oaxaca,San Juan Guichicovi,Río Pachiñe
201980019,20,198,19,Oaxaca,San Juan Guichicovi,San Juan Viejo
201980020,20,198,20,Oaxaca,San Juan Guichicovi,Santa Ana
201980022,20,198,22,Oaxaca,San Juan Guichicovi,El Triunfo
201980024,20,198,24,Oaxaca,San Juan Guichicovi,El Zarzal
201980035,20,198,35,Oaxaca,San Juan Guichicovi,Colonia Istmeña (Sección el Zapote)
201980036,20,198,36,Oaxaca,San Juan Guichicovi,Maluco
201980045,20,198,45,Oaxaca,San Juan Guichicovi,José María Morelos
201980047,20,198,47,Oaxaca,San Juan Guichicovi,San Juanito
201980048,20,198,48,Oaxaca,San Juan Guichicovi,The Real
201980050,20,198,50,Oaxaca,San Juan Guichicovi,Hierba Santa
201980051,20,198,51,Oaxaca,San Juan Guichicovi,San Antonio [Barrio]
201980110,20,198,110,Oaxaca,San Juan Guichicovi,Arroyo Lirio
201980117,20,198,117,Oaxaca,San Juan Guichicovi,Plan de San Luis
202000003,20,200,3,Oaxaca,San Juan Juquila Mixes,Guadalupe Victoria
202010001,20,201,1,Oaxaca,San Juan Juquila Vijanos,San Juan Juquila Vijanos
202010002,20,201,2,Oaxaca,San Juan Juquila Vijanos,Las Delicias
202020010,20,202,10,Oaxaca,San Juan Lachao,El Ocote
202020014,20,202,14,Oaxaca,San Juan Lachao,San Juan Lachao Pueblo Viejo
202020020,20,202,20,Oaxaca,San Juan Lachao,Santa Rosa de Lima
202030002,20,203,2,Oaxaca,San Juan Lachigalla,Santiago la Libertad
202030003,20,203,3,Oaxaca,San Juan Lachigalla,Progreso
202030004,20,203,4,Oaxaca,San Juan Lachigalla,El Rincón
202030005,20,203,5,Oaxaca,San Juan Lachigalla,San Andrés Niño
202050001,20,205,1,Oaxaca,San Juan Lalana,San Juan Lalana
202050002,20,205,2,Oaxaca,San Juan Lalana,Arroyo Blanco
202050005,20,205,5,Oaxaca,San Juan Lalana,Arroyo Plátano
202050007,20,205,7,Oaxaca,San Juan Lalana,Asunción Lacova
202050010,20,205,10,Oaxaca,San Juan Lalana,Ignacio Zaragoza
202050011,20,205,11,Oaxaca,San Juan Lalana,Monte Negro
202050012,20,205,12,Oaxaca,San Juan Lalana,Colonia Morelos
202050015,20,205,15,Oaxaca,San Juan Lalana,Cerro Progreso
202050016,20,205,16,Oaxaca,San Juan Lalana,San Isidro Arenal
202050018,20,205,18,Oaxaca,San Juan Lalana,San José Río Manzo
202050020,20,205,20,Oaxaca,San Juan Lalana,Arroyo Concha
202050025,20,205,25,Oaxaca,San Juan Lalana,Santiago Jalahui
202050030,20,205,30,Oaxaca,San Juan Lalana,San Juan Evangelista
202050047,20,205,47,Oaxaca,San Juan Lalana,Arroyo Tomate
202050048,20,205,48,Oaxaca,San Juan Lalana,Santa María la Nopalera
202050058,20,205,58,Oaxaca,San Juan Lalana,Arroyo Lumbre
202070001,20,207,1,Oaxaca,San Juan Mazatlán,San Juan Mazatlán
202070004,20,207,4,Oaxaca,San Juan Mazatlán,Loma Santa Cruz
202070009,20,207,9,Oaxaca,San Juan Mazatlán,El Tortuguero
202070014,20,207,14,Oaxaca,San Juan Mazatlán,Tierra Negra
202070016,20,207,16,Oaxaca,San Juan Mazatlán,Villa Nueva
202070027,20,207,27,Oaxaca,San Juan Mazatlán,Gustavo Díaz Ordaz
202070028,20,207,28,Oaxaca,San Juan Mazatlán,Rancho Juárez
202070049,20,207,49,Oaxaca,San Juan Mazatlán,Tierra Nueva
202070064,20,207,64,Oaxaca,San Juan Mazatlán,Madero [Ejido]
202070081,20,207,81,Oaxaca,San Juan Mazatlán,Los Raudales
202080019,20,208,19,Oaxaca,San Juan Mixtepec,Santa Cruz
202080020,20,208,20,Oaxaca,San Juan Mixtepec,Santa María Teposlantongo
202080044,20,208,44,Oaxaca,San Juan Mixtepec,Independencia
202090001,20,209,1,Oaxaca,San Juan Mixtepec,San Juan Mixtepec Distrito 26
202100004,20,210,4,Oaxaca,San Juan Ñumí,Sabinillo
202100016,20,210,16,Oaxaca,San Juan Ñumí,Buenavista
202100018,20,210,18,Oaxaca,San Juan Ñumí,La Paz Yosoñama
202100025,20,210,25,Oaxaca,San Juan Ñumí,Pueblo Nuevo
202110002,20,211,2,Oaxaca,San Juan Ozolotepec,San Andrés Lovene
202110003,20,211,3,Oaxaca,San Juan Ozolotepec,Santa Catarina Xanaguía
202110004,20,211,4,Oaxaca,San Juan Ozolotepec,Santiago Lapaguía
202120003,20,212,3,Oaxaca,San Juan Petlapa,San Felipe el Mirador
202120004,20,212,4,Oaxaca,San Juan Petlapa,San Juan Toavela
202120005,20,212,5,Oaxaca,San Juan Petlapa,Santa María Lovani
202140001,20,214,1,Oaxaca,San Juan Quiotepec,San Juan Quiotepec
202140004,20,214,4,Oaxaca,San Juan Quiotepec,Santa María Totomoxtla
202170003,20,217,3,Oaxaca,San Juan Tamazola,Monte Frío
202170007,20,217,7,Oaxaca,San Juan Tamazola,Yucuxina
202180001,20,218,1,Oaxaca,San Juan Teita,San Juan Teita
202200005,20,220,5,Oaxaca,San Juan Tepeuxila,San Sebastián Tlacolula
202220001,20,222,1,Oaxaca,San Juan Yaeé,San Juan Yaeé
202220002,20,222,2,Oaxaca,San Juan Yaeé,Santa María Lachichina
202220003,20,222,3,Oaxaca,San Juan Yaeé,Santiago Yagallo
202230001,20,223,1,Oaxaca,San Juan Yatzona,San Juan Yatzona
202250002,20,225,2,Oaxaca,San Lorenzo,Guadalupe Yosocani
202250004,20,225,4,Oaxaca,San Lorenzo,San Antonio Yosocani
202250009,20,225,9,Oaxaca,San Lorenzo,San Juan Yosocani
202260001,20,226,1,Oaxaca,San Lorenzo Albarradas,San Lorenzo Albarradas
202280001,20,228,1,Oaxaca,San Lorenzo Cuaunecuiltitla,San Lorenzo Cuaunecuiltitla
202290003,20,229,3,Oaxaca,San Lorenzo Texmelúcan,El Palo de Lima
202290004,20,229,4,Oaxaca,San Lorenzo Texmelúcan,El Carrizal
202290005,20,229,5,Oaxaca,San Lorenzo Texmelúcan,Río de Talea
202290006,20,229,6,Oaxaca,San Lorenzo Texmelúcan,Río Nube
202290009,20,229,9,Oaxaca,San Lorenzo Texmelúcan,La Calandria
202290014,20,229,14,Oaxaca,San Lorenzo Texmelúcan,Naranjales
202290020,20,229,20,Oaxaca,San Lorenzo Texmelúcan,San José
202290021,20,229,21,Oaxaca,San Lorenzo Texmelúcan,Barrio de Totopostle
202320006,20,232,6,Oaxaca,San Lucas Ojitlán,Arroyo Camarón
202320033,20,232,33,Oaxaca,San Lucas Ojitlán,Macín Grande
202320034,20,232,34,Oaxaca,San Lucas Ojitlán,El Mirador
202320050,20,232,50,Oaxaca,San Lucas Ojitlán,Playa de Soyaltepec
202320051,20,232,51,Oaxaca,San Lucas Ojitlán,San José Lagunas
202320082,20,232,82,Oaxaca,San Lucas Ojitlán,El Ideal
202320095,20,232,95,Oaxaca,San Lucas Ojitlán,Yucatán
202320105,20,232,105,Oaxaca,San Lucas Ojitlán,Vista Hermosa
202340001,20,234,1,Oaxaca,San Lucas Zoquiápam,San Lucas Zoquiápam
202340002,20,234,2,Oaxaca,San Lucas Zoquiápam,Agua de Niño
202340004,20,234,4,Oaxaca,San Lucas Zoquiápam,San Marcos Liquidámbar
202340008,20,234,8,Oaxaca,San Lucas Zoquiápam,Loma Ocotitlán
202340009,20,234,9,Oaxaca,San Lucas Zoquiápam,San Martín
202340010,20,234,10,Oaxaca,San Lucas Zoquiápam,Guadalupe
202340012,20,234,12,Oaxaca,San Lucas Zoquiápam,Peña Colorada
202340013,20,234,13,Oaxaca,San Lucas Zoquiápam,Peña Blanca
202340016,20,234,16,Oaxaca,San Lucas Zoquiápam,El Paxtle
202350001,20,235,1,Oaxaca,San Luis Amatlán,San Luis Amatlán
202350021,20,235,21,Oaxaca,San Luis Amatlán,Sitio del Palmar
202360001,20,236,1,Oaxaca,San Marcial Ozolotepec,San Marcial Ozolotepec
202370008,20,237,8,Oaxaca,San Marcos Arteaga,Vista Hermosa Lázaro Cárdenas
202390003,20,239,3,Oaxaca,San Martín Huamelúlpam,Guadalupe
202390007,20,239,7,Oaxaca,San Martín Huamelúlpam,Totonundoo
202390012,20,239,12,Oaxaca,San Martín Huamelúlpam,Tercera Sección
202400002,20,240,2,Oaxaca,San Martín Itunyoso,La Concepción
202400005,20,240,5,Oaxaca,San Martín Itunyoso,La Reforma Itunyoso
202420004,20,242,4,Oaxaca,San Martín Peras,La Escopeta
202420010,20,242,10,Oaxaca,San Martín Peras,San Miguel Peras
202420013,20,242,13,Oaxaca,San Martín Peras,Cerro Hidalgo
202420050,20,242,50,Oaxaca,San Martín Peras,San Isidro Petlacala
202440002,20,244,2,Oaxaca,San Martín Toxpalan,Capultitla
202440004,20,244,4,Oaxaca,San Martín Toxpalan,El Duraznillo
202440005,20,244,5,Oaxaca,San Martín Toxpalan,Ignacio Zaragoza
202450001,20,245,1,Oaxaca,San Martín Zacatepec,San Martín Zacatepec
202460001,20,246,1,Oaxaca,San Mateo Cajonos,San Mateo Cajonos
202480002,20,248,2,Oaxaca,San Mateo del Mar,Colonia Cuauhtémoc
202480005,20,248,5,Oaxaca,San Mateo del Mar,La Reforma
202480006,20,248,6,Oaxaca,San Mateo del Mar,Costa Rica
202480007,20,248,7,Oaxaca,San Mateo del Mar,Villa Hermosa
202480008,20,248,8,Oaxaca,San Mateo del Mar,San Pablo
202480009,20,248,9,Oaxaca,San Mateo del Mar,Laguna Santa Cruz
202480012,20,248,12,Oaxaca,San Mateo del Mar,El Pacífico
202500001,20,250,1,Oaxaca,San Mateo Etlatongo,San Mateo Etlatongo
202510001,20,251,1,Oaxaca,San Mateo Nejápam,San Mateo Nejápam
202520002,20,252,2,Oaxaca,San Mateo Peñasco,San Pedro el Alto
202520003,20,252,3,Oaxaca,San Mateo Peñasco,El Vergel
202520004,20,252,4,Oaxaca,San Mateo Peñasco,Santa Cruz
202520006,20,252,6,Oaxaca,San Mateo Peñasco,El Rosario
202550001,20,255,1,Oaxaca,San Mateo Sindihui,San Mateo Sindihui
202560001,20,256,1,Oaxaca,San Mateo Tlapiltepec,San Mateo Tlapiltepec
202580004,20,258,4,Oaxaca,San Miguel Achiutla,Manzana de Espinal
202580005,20,258,5,Oaxaca,San Miguel Achiutla,Barrio Guadalupe
202590001,20,259,1,Oaxaca,San Miguel Ahuehuetitlán,San Miguel Ahuehuetitlán
202600001,20,260,1,Oaxaca,San Miguel Aloápam,San Miguel Aloápam
202600002,20,260,2,Oaxaca,San Miguel Aloápam,San Isidro Aloápam
202610005,20,261,5,Oaxaca,San Miguel Amatitlán,San Antonio Zahuatlán
202610006,20,261,6,Oaxaca,San Miguel Amatitlán,San Jorge el Zapote
202610009,20,261,9,Oaxaca,San Miguel Amatitlán,Venta de Uribe de Juárez
202610014,20,261,14,Oaxaca,San Miguel Amatitlán,Guadalupe Xonoxtle
202610015,20,261,15,Oaxaca,San Miguel Amatitlán,Santa Cruz el Limón
202620002,20,262,2,Oaxaca,San Miguel Amatlán,Cuajimoloyas
202640002,20,264,2,Oaxaca,San Miguel Chicahua,El Fortín Alto
202650006,20,265,6,Oaxaca,San Miguel Chimalapa,Los Limones
202650009,20,265,9,Oaxaca,San Miguel Chimalapa,El Porvenir
202650010,20,265,10,Oaxaca,San Miguel Chimalapa,Vista Hermosa
202650043,20,265,43,Oaxaca,San Miguel Chimalapa,San Antonio
202660001,20,266,1,Oaxaca,San Miguel del Puerto,San Miguel del Puerto
202660020,20,266,20,Oaxaca,San Miguel del Puerto,La Merced del Potrero
202660026,20,266,26,Oaxaca,San Miguel del Puerto,Santa María Petatengo
202660030,20,266,30,Oaxaca,San Miguel del Puerto,Santa María Xadani
202690005,20,269,5,Oaxaca,San Miguel el Grande,Miguel Hidalgo
202690006,20,269,6,Oaxaca,San Miguel el Grande,Madero
202690007,20,269,7,Oaxaca,San Miguel el Grande,Morelos
202690008,20,269,8,Oaxaca,San Miguel el Grande,Vicente Guerrero
202690010,20,269,10,Oaxaca,San Miguel el Grande,Jayucu
202710004,20,271,4,Oaxaca,San Miguel Mixtepec,Agua Fría Campanario
202710005,20,271,5,Oaxaca,San Miguel Mixtepec,Río Lima
202710007,20,271,7,Oaxaca,San Miguel Mixtepec,San Isidro
202730002,20,273,2,Oaxaca,San Miguel Peras,La Brujería
202730006,20,273,6,Oaxaca,San Miguel Peras,Pensamiento Liberal Mexicano
202730008,20,273,8,Oaxaca,San Miguel Peras,Soledad Peras
202730010,20,273,10,Oaxaca,San Miguel Peras,El Temascal
202730011,20,273,11,Oaxaca,San Miguel Peras,Barrio Río Morales
202730017,20,273,17,Oaxaca,San Miguel Peras,La Lobera
202740002,20,274,2,Oaxaca,San Miguel Piedras,Chidoco
202750003,20,275,3,Oaxaca,San Miguel Quetzaltepec,Santa Cruz Condoy
202750025,20,275,25,Oaxaca,San Miguel Quetzaltepec,Margarita Huitepec
202760001,20,276,1,Oaxaca,San Miguel Santa Flor,San Miguel Santa Flor
202770031,20,277,31,Oaxaca,Villa Sola de Vega,San Cristóbal
202770068,20,277,68,Oaxaca,Villa Sola de Vega,El Carrizal
202780003,20,278,3,Oaxaca,San Miguel Soyaltepec,Arroyo Chical
202780004,20,278,4,Oaxaca,San Miguel Soyaltepec,Arroyo Tigre
202780005,20,278,5,Oaxaca,San Miguel Soyaltepec,Cabeza de Tigre
202780006,20,278,6,Oaxaca,San Miguel Soyaltepec,La Candelaria
202780010,20,278,10,Oaxaca,San Miguel Soyaltepec,Cerro Tepexcuintle
202780013,20,278,13,Oaxaca,San Miguel Soyaltepec,Corriente Ancha o Miguel Hidalgo
202780017,20,278,17,Oaxaca,San Miguel Soyaltepec,Isla del Viejo Soyaltepec
202780018,20,278,18,Oaxaca,San Miguel Soyaltepec,Isla de Málzaga
202780021,20,278,21,Oaxaca,San Miguel Soyaltepec,Nueva Calería
202780023,20,278,23,Oaxaca,San Miguel Soyaltepec,Nueva Patria
202780029,20,278,29,Oaxaca,San Miguel Soyaltepec,Nuevo Pescadito de Abajo
202780031,20,278,31,Oaxaca,San Miguel Soyaltepec,Nuevo Pescadito de Abajo Dos
202780032,20,278,32,Oaxaca,San Miguel Soyaltepec,Pescadito de Arriba
202780033,20,278,33,Oaxaca,San Miguel Soyaltepec,Piedra de Amolar
202780038,20,278,38,Oaxaca,San Miguel Soyaltepec,Benito Juárez II
202780051,20,278,51,Oaxaca,San Miguel Soyaltepec,Cerro de Agua Platanar
202780055,20,278,55,Oaxaca,San Miguel Soyaltepec,San Antonio Cosolapa
202780068,20,278,68,Oaxaca,San Miguel Soyaltepec,Playa Lecuona
202780095,20,278,95,Oaxaca,San Miguel Soyaltepec,Loma Coyol San Martín
202790002,20,279,2,Oaxaca,San Miguel Suchixtepec,Loma Morillo
202850002,20,285,2,Oaxaca,San Miguel Tlacamama,La Cañada del Marqués
202850005,20,285,5,Oaxaca,San Miguel Tlacamama,El Zapote
202850007,20,285,7,Oaxaca,San Miguel Tlacamama,La Esperanza (La Nueva Esperanza)
202860003,20,286,3,Oaxaca,San Miguel Tlacotepec,San Martín Sabinillo
202860004,20,286,4,Oaxaca,San Miguel Tlacotepec,Santiago Nuxaño
202880001,20,288,1,Oaxaca,San Miguel Yotao,San Miguel Yotao
202900001,20,290,1,Oaxaca,San Nicolás Hidalgo,San Nicolás Hidalgo
202910003,20,291,3,Oaxaca,San Pablo Coatlán,San Francisco Coatlán
202910004,20,291,4,Oaxaca,San Pablo Coatlán,Santa María Coatlán
202910005,20,291,5,Oaxaca,San Pablo Coatlán,Comitlán
202910007,20,291,7,Oaxaca,San Pablo Coatlán,Tamarindo
202920001,20,292,1,Oaxaca,San Pablo Cuatro Venados,San Pablo Cuatro Venados
202920002,20,292,2,Oaxaca,San Pablo Cuatro Venados,Río Jalapilla
202960001,20,296,1,Oaxaca,San Pablo Macuiltianguis,San Pablo Macuiltianguis
202960002,20,296,2,Oaxaca,San Pablo Macuiltianguis,San Juan Luvina
202970009,20,297,9,Oaxaca,San Pablo Tijaltepec,San Lucas Redención
202970010,20,297,10,Oaxaca,San Pablo Tijaltepec,San Isidro Allende
202980003,20,298,3,Oaxaca,San Pablo Villa de Mitla,San Miguel Albarradas
202990001,20,299,1,Oaxaca,San Pablo Yaganiza,San Pablo Yaganiza
203000002,20,300,2,Oaxaca,San Pedro Amuzgos,La Guadalupe
203000003,20,300,3,Oaxaca,San Pedro Amuzgos,Llano de Amuzgos
203020005,20,302,5,Oaxaca,San Pedro Atoyac,Zapote Blanco
203030001,20,303,1,Oaxaca,San Pedro Cajonos,San Pedro Cajonos
203040003,20,304,3,Oaxaca,San Pedro Coxcaltepec Cántaros,Yododeñe
203060003,20,306,3,Oaxaca,San Pedro el Alto,Llano Flor
203060005,20,306,5,Oaxaca,San Pedro el Alto,Tierra Blanca
203060007,20,306,7,Oaxaca,San Pedro el Alto,Loma Canela
203070012,20,307,12,Oaxaca,San Pedro Huamelula,Río Seco
203090004,20,309,4,Oaxaca,San Pedro Ixcatlán,La Cabeza de Tílpam
203090013,20,309,13,Oaxaca,San Pedro Ixcatlán,San Felipe Tílpam
203110001,20,311,1,Oaxaca,San Pedro Jaltepetongo,San Pedro Jaltepetongo
203120002,20,312,2,Oaxaca,San Pedro Jicayán,Agua Dulce
203120003,20,312,3,Oaxaca,San Pedro Jicayán,Chuparrosa
203120006,20,312,6,Oaxaca,San Pedro Jicayán,Yutandayoo
203170004,20,317,4,Oaxaca,San Pedro Mártir Yucuxaco,Las Peñas
203170009,20,317,9,Oaxaca,San Pedro Mártir Yucuxaco,La Ampliación Yucuxaco (La Lobera)
203180013,20,318,13,Oaxaca,San Pedro Mixtepec,El Toledo
203180018,20,318,18,Oaxaca,San Pedro Mixtepec,La Unión (Mixtepec)
203180025,20,318,25,Oaxaca,San Pedro Mixtepec,Aguaje del Zapote
203200002,20,320,2,Oaxaca,San Pedro Molinos,Asunción Buenavista
203210001,20,321,1,Oaxaca,San Pedro Nopala,San Pedro Nopala
203220001,20,322,1,Oaxaca,San Pedro Ocopetatillo,San Pedro Ocopetatillo
203240011,20,324,11,Oaxaca,San Pedro Pochutla,Chepilme
203240029,20,324,29,Oaxaca,San Pedro Pochutla,San Isidro Apango
203240030,20,324,30,Oaxaca,San Pedro Pochutla,San Miguel Figueroa
203240033,20,324,33,Oaxaca,San Pedro Pochutla,Santa María Limón
203240036,20,324,36,Oaxaca,San Pedro Pochutla,Toltepec
203240037,20,324,37,Oaxaca,San Pedro Pochutla,Xonene
203240055,20,324,55,Oaxaca,San Pedro Pochutla,Guzmán
203240093,20,324,93,Oaxaca,San Pedro Pochutla,Los Ciruelos
203240102,20,324,102,Oaxaca,San Pedro Pochutla,San Isidro Limón
203240105,20,324,105,Oaxaca,San Pedro Pochutla,El Tololote
203240109,20,324,109,Oaxaca,San Pedro Pochutla,Barrio Nuevo Toltepec
203240111,20,324,111,Oaxaca,San Pedro Pochutla,Comala
203240124,20,324,124,Oaxaca,San Pedro Pochutla,Palotada (San Juan Palotada)
203240235,20,324,235,Oaxaca,San Pedro Pochutla,Los Naranjos Esquipulas
203240237,20,324,237,Oaxaca,San Pedro Pochutla,San Pedro Cafetitlán
203250021,20,325,21,Oaxaca,San Pedro Quiatoni,El Porvenir
203260001,20,326,1,Oaxaca,San Pedro Sochiápam,San Pedro Sochiápam
203260005,20,326,5,Oaxaca,San Pedro Sochiápam,San Juan Zautla
203270010,20,327,10,Oaxaca,San Pedro Tapanatepec,Pesquería Guadalupe
203270050,20,327,50,Oaxaca,San Pedro Tapanatepec,Pesquería Rancho Salinas
203280001,20,328,1,Oaxaca,San Pedro Taviche,San Pedro Taviche
203300004,20,330,4,Oaxaca,San Pedro Teutila,El Faro
203300012,20,330,12,Oaxaca,San Pedro Teutila,Santo Domingo del Río
203300020,20,330,20,Oaxaca,San Pedro Teutila,Lázaro Cárdenas (Colonia Lázaro Cárdenas)
203300022,20,330,22,Oaxaca,San Pedro Teutila,Guerrero (Colonia Guerrero)
203300025,20,330,25,Oaxaca,San Pedro Teutila,San Isidro Piedra Ancha
203310001,20,331,1,Oaxaca,San Pedro Tidaá,San Pedro Tidaá
203320001,20,332,1,Oaxaca,San Pedro Topiltepec,San Pedro Topiltepec
203340003,20,334,3,Oaxaca,Villa de Tututepec,Agua Zarca
203340007,20,334,7,Oaxaca,Villa de Tututepec,El Cacalote
203340037,20,334,37,Oaxaca,Villa de Tututepec,San Francisco de Arriba
203340043,20,334,43,Oaxaca,Villa de Tututepec,Santa Cruz Tututepec
203340059,20,334,59,Oaxaca,Villa de Tututepec,El Azufre
203340301,20,334,301,Oaxaca,Villa de Tututepec,Chacahua la Grúa
203350001,20,335,1,Oaxaca,San Pedro Yaneri,San Pedro Yaneri
203350002,20,335,2,Oaxaca,San Pedro Yaneri,San Juan Tepanzacoalco
203360001,20,336,1,Oaxaca,San Pedro Yólox,San Pedro Yólox
203360004,20,336,4,Oaxaca,San Pedro Yólox,Rosario Temextitlán
203360012,20,336,12,Oaxaca,San Pedro Yólox,San Francisco la Reforma
203360016,20,336,16,Oaxaca,San Pedro Yólox,San Martín Buenavista
203370002,20,337,2,Oaxaca,San Pedro y San Pablo Ayutla,Cerro del Amole
203370003,20,337,3,Oaxaca,San Pedro y San Pablo Ayutla,Cerro Pelón
203370004,20,337,4,Oaxaca,San Pedro y San Pablo Ayutla,El Duraznal
203370005,20,337,5,Oaxaca,San Pedro y San Pablo Ayutla,Lachicocana
203370014,20,337,14,Oaxaca,San Pedro y San Pablo Ayutla,El Portillo Matagallina
203370015,20,337,15,Oaxaca,San Pedro y San Pablo Ayutla,Monte Rosa
203390003,20,339,3,Oaxaca,San Pedro y San Pablo Teposcolula,Guadalupe Vista Hermosa
203400006,20,340,6,Oaxaca,San Pedro y San Pablo Tequixtepec,San Miguel Ixtápam
203440007,20,344,7,Oaxaca,San Sebastián Coatlán,San José Cieneguilla
203450003,20,345,3,Oaxaca,San Sebastián Ixcapa,Cañada del Totomoxtle
203450008,20,345,8,Oaxaca,San Sebastián Ixcapa,Vista Hermosa
203470002,20,347,2,Oaxaca,San Sebastián Río Hondo,Cieneguilla
203470003,20,347,3,Oaxaca,San Sebastián Río Hondo,San Felipe Cieneguilla
203470008,20,347,8,Oaxaca,San Sebastián Río Hondo,San Bernardo
203480002,20,348,2,Oaxaca,San Sebastián Tecomaxtlahuaca,Agua Buena
203480007,20,348,7,Oaxaca,San Sebastián Tecomaxtlahuaca,San José el Espinal
203480014,20,348,14,Oaxaca,San Sebastián Tecomaxtlahuaca,Sabino Solo
203480017,20,348,17,Oaxaca,San Sebastián Tecomaxtlahuaca,Santa Cruz Rancho Viejo
203480024,20,348,24,Oaxaca,San Sebastián Tecomaxtlahuaca,Santo Niño Jesús Yucuyi
203480076,20,348,76,Oaxaca,San Sebastián Tecomaxtlahuaca,San José Duraznos
203520002,20,352,2,Oaxaca,San Simón Zahuatlán,San Miguel
203520003,20,352,3,Oaxaca,San Simón Zahuatlán,Cañada del Tecolote
203520004,20,352,4,Oaxaca,San Simón Zahuatlán,La Colmena
203520008,20,352,8,Oaxaca,San Simón Zahuatlán,Las Tres Cruces
203520009,20,352,9,Oaxaca,San Simón Zahuatlán,5 de Mayo
203520010,20,352,10,Oaxaca,San Simón Zahuatlán,Guadalupe Sabino (Barrio el Sabino)
203520012,20,352,12,Oaxaca,San Simón Zahuatlán,Barrio Juquilita
203540001,20,354,1,Oaxaca,Santa Ana Ateixtlahuaca,Santa Ana Ateixtlahuaca
203550001,20,355,1,Oaxaca,Santa Ana Cuauhtémoc,Santa Ana Cuauhtémoc
203580004,20,358,4,Oaxaca,Santa Ana Tlapacoyan,Rincón de Tlapacoyan
203640018,20,364,18,Oaxaca,Santa Catarina Juquila,San José Ixtápam
203650003,20,365,3,Oaxaca,Santa Catarina Lachatao,Latuvi
203710001,20,371,1,Oaxaca,Santa Catarina Ticuá,Santa Catarina Ticuá
203710003,20,371,3,Oaxaca,Santa Catarina Ticuá,Fortín de Juárez
203710004,20,371,4,Oaxaca,Santa Catarina Ticuá,Paz y Unión
203720002,20,372,2,Oaxaca,Santa Catarina Yosonotú,Yucunicuca de Hidalgo
203720004,20,372,4,Oaxaca,Santa Catarina Yosonotú,Benito Juárez
203720007,20,372,7,Oaxaca,Santa Catarina Yosonotú,Vista Hermosa
203720008,20,372,8,Oaxaca,Santa Catarina Yosonotú,Loma Bonita
203740003,20,374,3,Oaxaca,Santa Cruz Acatepec,Piedra Tendida
203760001,20,376,1,Oaxaca,Santa Cruz de Bravo,Santa Cruz de Bravo
203770004,20,377,4,Oaxaca,Santa Cruz Itundujia,Hidalgo
203770007,20,377,7,Oaxaca,Santa Cruz Itundujia,Morelos
203770008,20,377,8,Oaxaca,Santa Cruz Itundujia,Nuevo Allende
203770012,20,377,12,Oaxaca,Santa Cruz Itundujia,La Victoria
203770096,20,377,96,Oaxaca,Santa Cruz Itundujia,Llano del Conejo Guerrero
203780001,20,378,1,Oaxaca,Santa Cruz Mixtepec,Santa Cruz Mixtepec
203780003,20,378,3,Oaxaca,Santa Cruz Mixtepec,San Mateo Mixtepec
203780004,20,378,4,Oaxaca,Santa Cruz Mixtepec,Trapiche Santa Cruz
203820002,20,382,2,Oaxaca,Santa Cruz Tacahua,Cerro Prieto
203820007,20,382,7,Oaxaca,Santa Cruz Tacahua,Moctezuma (Stuma)
203830002,20,383,2,Oaxaca,Santa Cruz Tayata,La Estancia
203840002,20,384,2,Oaxaca,Santa Cruz Xitla,San Bernardo Miahuatlán
203860009,20,386,9,Oaxaca,Santa Cruz Zenzontepec,La Huichicata
203860011,20,386,11,Oaxaca,Santa Cruz Zenzontepec,Mano del Señor
203860015,20,386,15,Oaxaca,Santa Cruz Zenzontepec,El Portillo
203860020,20,386,20,Oaxaca,Santa Cruz Zenzontepec,San Pedro del Río
203860072,20,386,72,Oaxaca,Santa Cruz Zenzontepec,Llano Víbora
203860096,20,386,96,Oaxaca,Santa Cruz Zenzontepec,La Soledad
203860103,20,386,103,Oaxaca,Santa Cruz Zenzontepec,Las Pilas
203860121,20,386,121,Oaxaca,Santa Cruz Zenzontepec,Unión del Progreso
203880001,20,388,1,Oaxaca,Santa Inés del Monte,Santa Inés del Monte
203880005,20,388,5,Oaxaca,Santa Inés del Monte,La Lobera
203880010,20,388,10,Oaxaca,Santa Inés del Monte,La Cañada
203910004,20,391,4,Oaxaca,Santa Lucía Miahuatlán,La Chinilla
203920007,20,392,7,Oaxaca,Santa Lucía Monteverde,Santa María Ocotlán
203920010,20,392,10,Oaxaca,Santa Lucía Monteverde,Agua del Toro
203940003,20,394,3,Oaxaca,Santa María Alotepec,San Pedro Ayacaxtepec
203960001,20,396,1,Oaxaca,Santa María la Asunción,Santa María la Asunción
203970006,20,397,6,Oaxaca,Heroica Ciudad de Tlaxiaco,Capilla del Carrizal
203970016,20,397,16,Oaxaca,Heroica Ciudad de Tlaxiaco,Nueva Reforma
