Clave,id_edo,id_mun,id_loc,Estado,Municipio,Nombre de localidad
010010190,1,1,190,Aguascalientes,Aguascalientes,El Duraznillo
010020034,1,2,34,Aguascalientes,Asientos,Las Negritas
020010121,2,1,121,Baja California,Ensenada,La Huerta
020010759,2,1,759,Baja California,Ensenada,Comunidad Indígena de Santa Catarina
020030211,2,3,211,Baja California,Tecate,Hacienda Santa Verónica
020050466,2,5,466,Baja California,Playas de Rosarito,San José de la Zorra
020060022,2,6,22,Baja California,San Quintín,Bahía de los Ángeles
020060068,2,6,68,Baja California,San Quintín,Cataviña
020060120,2,6,120,Baja California,San Quintín,Ejido Nuevo Rosarito
020060427,2,6,427,Baja California,San Quintín,Hacienda Sinaloa
020060683,2,6,683,Baja California,San Quintín,Punta Prieta
020060837,2,6,837,Baja California,San Quintín,Santa Rosaliíta
030010266,3,1,266,Baja California Sur,Comondú,Ramaditas
030010394,3,1,394,Baja California Sur,Comondú,Ley Federal de Aguas Número Cinco
030012821,3,1,2821,Baja California Sur,Comondú,El Ranchito
030020049,3,2,49,Baja California Sur,Mulegé,El Dátil
030020077,3,2,77,Baja California Sur,Mulegé,Isla San Marcos
030020232,3,2,232,Baja California Sur,Mulegé,Emiliano Zapata
030020244,3,2,244,Baja California Sur,Mulegé,Ejido Licenciado Alfredo Vladimir Bonfil
030020269,3,2,269,Baja California Sur,Mulegé,Palo Verde
030020967,3,2,967,Baja California Sur,Mulegé,El Cardón
030021374,3,2,1374,Baja California Sur,Mulegé,Ejido Luis Echeverría
030031050,3,3,1050,Baja California Sur,La Paz,El Ancón
030031500,3,3,1500,Baja California Sur,La Paz,Ley Federal de Reforma Agraria Número Uno
040020072,4,2,72,Campeche,Campeche,Bolonchén Cahuich
040020073,4,2,73,Campeche,Campeche,Castamay
040020082,4,2,82,Campeche,Campeche,Hobomó
040020094,4,2,94,Campeche,Campeche,Crucero Oxá
040020118,4,2,118,Campeche,Campeche,Pueblo Nuevo
040020172,4,2,172,Campeche,Campeche,Melchor Ocampo
040030612,4,3,612,Campeche,Carmen,La Cristalina
040033395,4,3,3395,Campeche,Carmen,Licenciado Gustavo Díaz Ordaz (18 de Marzo)
040033531,4,3,3531,Campeche,Carmen,San Isidro
040034012,4,3,4012,Campeche,Carmen,Tumbo de la Montaña 2
040040003,4,4,3,Campeche,Champotón,López Mateos (La Desconfianza)
040040082,4,4,82,Campeche,Champotón,Ulumal
040040130,4,4,130,Campeche,Champotón,Cañaveral
040050011,4,5,11,Campeche,Hecelchakán,Dzotchén
040050045,4,5,45,Campeche,Hecelchakán,Yalnón [Campo Menonita]
040060006,4,6,6,Campeche,Hopelchén,Crucero San Luis
040060007,4,6,7,Campeche,Hopelchén,Chan-Chen
040060027,4,6,27,Campeche,Hopelchén,Katab
040060569,4,6,569,Campeche,Hopelchén,Nuevo Progreso Campo Siete
040070056,4,7,56,Campeche,Palizada,El Juncal
040080005,4,8,5,Campeche,Tenabo,Tinún
040090018,4,9,18,Campeche,Escárcega,La Asunción
040090190,4,9,190,Campeche,Escárcega,El Huiro
040090247,4,9,247,Campeche,Escárcega,Kilómetro Treinta y Seis
040090865,4,9,865,Campeche,Escárcega,Nuevo Campeche (Tres Aguadas)
040100018,4,10,18,Campeche,Calakmul,Arroyo Negro
040100026,4,10,26,Campeche,Calakmul,Blasillo
040100076,4,10,76,Campeche,Calakmul,Dos Lagunas
040100082,4,10,82,Campeche,Calakmul,Felipe Ángeles
040100094,4,10,94,Campeche,Calakmul,Guillermo Prieto
040100143,4,10,143,Campeche,Calakmul,Manuel Crescencio Rejón
040100159,4,10,159,Campeche,Calakmul,Nuevo Bécal (El 19)
040100236,4,10,236,Campeche,Calakmul,Los Tambores de Emiliano Zapata
040110041,4,11,41,Campeche,Candelaria,Benito Juárez Uno
040110073,4,11,73,Campeche,Candelaria,El Nuevo Paraguas
040110187,4,11,187,Campeche,Candelaria,Estado de México
040110294,4,11,294,Campeche,Candelaria,Laguna la Perdida
040110325,4,11,325,Campeche,Candelaria,El Mamey
040110343,4,11,343,Campeche,Candelaria,El Mirador Primero
040110344,4,11,344,Campeche,Candelaria,La Misteriosa
040110416,4,11,416,Campeche,Candelaria,Pedro Baranda
040110435,4,11,435,Campeche,Candelaria,El Porvenir
040110651,4,11,651,Campeche,Candelaria,La Tómbola
040110683,4,11,683,Campeche,Candelaria,Vicente Guerrero
040110811,4,11,811,Campeche,Candelaria,La Peregrina
040111406,4,11,1406,Campeche,Candelaria,Isla del Paraíso
040111516,4,11,1516,Campeche,Candelaria,Chilam Balam
050080008,5,8,8,Coahuila de Zaragoza,Escobedo,Obayos
050090008,5,9,8,Coahuila de Zaragoza,Francisco I. Madero,Batopilas
050090021,5,9,21,Coahuila de Zaragoza,Francisco I. Madero,Finisterre
050240003,5,24,3,Coahuila de Zaragoza,Parras,Abrevadero
050240037,5,24,37,Coahuila de Zaragoza,Parras,Los Hoyos (El Potrero)
050240038,5,24,38,Coahuila de Zaragoza,Parras,Huariche
050240091,5,24,91,Coahuila de Zaragoza,Parras,San José de Patagalana
050270043,5,27,43,Coahuila de Zaragoza,Ramos Arizpe,Hipólito
050270727,5,27,727,Coahuila de Zaragoza,Ramos Arizpe,Centro  Federal de Readaptación Social Número 18
050300105,5,30,105,Coahuila de Zaragoza,Saltillo,Cuauhtémoc
050300247,5,30,247,Coahuila de Zaragoza,Saltillo,La Ventura
050330047,5,33,47,Coahuila de Zaragoza,San Pedro,Nuevo Delicias
050330105,5,33,105,Coahuila de Zaragoza,San Pedro,Sofía de Arriba
050330217,5,33,217,Coahuila de Zaragoza,San Pedro,Nueva Victoria
050360019,5,36,19,Coahuila de Zaragoza,Viesca,Ignacio Zaragoza
050360032,5,36,32,Coahuila de Zaragoza,Viesca,San José del Aguaje
050380038,5,38,38,Coahuila de Zaragoza,Zaragoza,Congregación el Remolino
050380043,5,38,43,Coahuila de Zaragoza,Zaragoza,Santa Eulalia
060020074,6,2,74,Colima,Colima,Estapilla
060020112,6,2,112,Colima,Colima,Tinajas
060060014,6,6,14,Colima,Ixtlahuacán,Las Conchas
060070026,6,7,26,Colima,Manzanillo,Chandiablo
060070027,6,7,27,Colima,Manzanillo,El Charco
060070041,6,7,41,Colima,Manzanillo,El Huizcolote
060070092,6,7,92,Colima,Manzanillo,Veladero de los Otates
060100002,6,10,2,Colima,Villa de Álvarez,Agua Dulce
070010012,7,1,12,Chiapas,Acacoyagua,Las Golondrinas
070020409,7,2,409,Chiapas,Acala,Monte de los Olivos
070030096,7,3,96,Chiapas,Acapetahua,Las Mercedes
070040017,7,4,17,Chiapas,Altamirano,La Florida
070040019,7,4,19,Chiapas,Altamirano,La Grandeza
070040031,7,4,31,Chiapas,Altamirano,Joaquín Miguel Gutiérrez (Rancho Mateo)
070040078,7,4,78,Chiapas,Altamirano,El Triunfo
070040132,7,4,132,Chiapas,Altamirano,Saltillo
070040147,7,4,147,Chiapas,Altamirano,Los Bambúes
070040158,7,4,158,Chiapas,Altamirano,San Luis Potosí
070040186,7,4,186,Chiapas,Altamirano,San Marcos
070040190,7,4,190,Chiapas,Altamirano,Sociedad la Victoria
070040231,7,4,231,Chiapas,Altamirano,Pusila
070040289,7,4,289,Chiapas,Altamirano,San Miguel Chiptic
070040370,7,4,370,Chiapas,Altamirano,Nueva Revolución
070040373,7,4,373,Chiapas,Altamirano,San Pedro Guerrero
070050001,7,5,1,Chiapas,Amatán,Amatán
070050002,7,5,2,Chiapas,Amatán,Adolfo López Mateos
070050040,7,5,40,Chiapas,Amatán,Francisco I. Madero
070050061,7,5,61,Chiapas,Amatán,El Naranjo 2da. Sección
070050067,7,5,67,Chiapas,Amatán,El Porvenir Tres Picos
070050075,7,5,75,Chiapas,Amatán,Reforma y Planada
070050077,7,5,77,Chiapas,Amatán,El Remolino
070050088,7,5,88,Chiapas,Amatán,San Antonio Tres Picos
070050098,7,5,98,Chiapas,Amatán,San Lorenzo
070050116,7,5,116,Chiapas,Amatán,Nanchital
070050121,7,5,121,Chiapas,Amatán,El Retiro
070050146,7,5,146,Chiapas,Amatán,San José la Loma
070050158,7,5,158,Chiapas,Amatán,Escalón 1ra. Fracción (El Baril)
070050170,7,5,170,Chiapas,Amatán,Nuevo Terán
070050172,7,5,172,Chiapas,Amatán,Buenos Aires (Limoncito)
070050179,7,5,179,Chiapas,Amatán,Francisco Villa
070050182,7,5,182,Chiapas,Amatán,Cerro Blanco
070050209,7,5,209,Chiapas,Amatán,El Carmen
070050216,7,5,216,Chiapas,Amatán,Buenavista
070050248,7,5,248,Chiapas,Amatán,Linda Vista Arroyo Grande
070050252,7,5,252,Chiapas,Amatán,El Porvenir Tres Picos 2da. Sección
070050254,7,5,254,Chiapas,Amatán,Anexo la Loma
070050263,7,5,263,Chiapas,Amatán,San Miguel Tres Picos
070050265,7,5,265,Chiapas,Amatán,Vida Mejor
070050275,7,5,275,Chiapas,Amatán,Los Caracoles
070060002,7,6,2,Chiapas,Amatenango de la Frontera,Aguacatillo
070060004,7,6,4,Chiapas,Amatenango de la Frontera,Buenavista
070060012,7,6,12,Chiapas,Amatenango de la Frontera,Escobillal
070060013,7,6,13,Chiapas,Amatenango de la Frontera,Francisco I. Madero
070060016,7,6,16,Chiapas,Amatenango de la Frontera,Huixquilar
070060026,7,6,26,Chiapas,Amatenango de la Frontera,La Montaña
070060028,7,6,28,Chiapas,Amatenango de la Frontera,Monte Ordóñez
070060036,7,6,36,Chiapas,Amatenango de la Frontera,Ojo de Agua
070060037,7,6,37,Chiapas,Amatenango de la Frontera,Ojo de Agua las Cruces
070060039,7,6,39,Chiapas,Amatenango de la Frontera,Pacayalito
070060045,7,6,45,Chiapas,Amatenango de la Frontera,Nueva Providencia
070060055,7,6,55,Chiapas,Amatenango de la Frontera,Veinte de Noviembre
070060059,7,6,59,Chiapas,Amatenango de la Frontera,Flor de Mayo
070060063,7,6,63,Chiapas,Amatenango de la Frontera,La Lagunita
070060079,7,6,79,Chiapas,Amatenango de la Frontera,El Zapotal
070060085,7,6,85,Chiapas,Amatenango de la Frontera,Granadillal Guanajuato
070060099,7,6,99,Chiapas,Amatenango de la Frontera,Nueva Libertad
070070034,7,7,34,Chiapas,Amatenango del Valle,San Vicente la Piedra
070070066,7,7,66,Chiapas,Amatenango del Valle,San Caralampio Chavín
070080007,7,8,7,Chiapas,Angel Albino Corzo,Francisco I. Madero
070080010,7,8,10,Chiapas,Angel Albino Corzo,Libertad del Pajal
070080020,7,8,20,Chiapas,Angel Albino Corzo,Plan de Ayutla
070080077,7,8,77,Chiapas,Angel Albino Corzo,Montebello Altamira
070080134,7,8,134,Chiapas,Angel Albino Corzo,Chiquinillal
070080141,7,8,141,Chiapas,Angel Albino Corzo,La Paz
070080641,7,8,641,Chiapas,Angel Albino Corzo,Jerusalén
070090079,7,9,79,Chiapas,Arriaga,Nicolás Bravo (El Hondo)
070100002,7,10,2,Chiapas,Bejucal de Ocampo,Los Aguacatales
070100004,7,10,4,Chiapas,Bejucal de Ocampo,El Cercadillo
070100007,7,10,7,Chiapas,Bejucal de Ocampo,Ojo de Agua Grande
070100017,7,10,17,Chiapas,Bejucal de Ocampo,El Molino
070100019,7,10,19,Chiapas,Bejucal de Ocampo,Ojo de Agua Centro
070100020,7,10,20,Chiapas,Bejucal de Ocampo,Las Pilas del Sicil
070110003,7,11,3,Chiapas,Bella Vista,Chemic
070110008,7,11,8,Chiapas,Bella Vista,Las Nubes
070110009,7,11,9,Chiapas,Bella Vista,Nuevo Yucatán
070110011,7,11,11,Chiapas,Bella Vista,Nuevo Pacayal
070110012,7,11,12,Chiapas,Bella Vista,Pacayal Viejo
070110013,7,11,13,Chiapas,Bella Vista,El Platanar
070110015,7,11,15,Chiapas,Bella Vista,La Rinconada
070110016,7,11,16,Chiapas,Bella Vista,San José las Chicharras
070110019,7,11,19,Chiapas,Bella Vista,Las Chicharras
070110025,7,11,25,Chiapas,Bella Vista,El Caballete
070110112,7,11,112,Chiapas,Bella Vista,Cuatro Caminos
070110129,7,11,129,Chiapas,Bella Vista,La Fuente
070120008,7,12,8,Chiapas,Berriozábal,Berlín
070120030,7,12,30,Chiapas,Berriozábal,La Nueva Esperanza
070120053,7,12,53,Chiapas,Berriozábal,Ignacio Zaragoza
070120061,7,12,61,Chiapas,Berriozábal,Nuevo Montecristo
070120276,7,12,276,Chiapas,Berriozábal,Amendu
070120277,7,12,277,Chiapas,Berriozábal,Tierra y Libertad
070120293,7,12,293,Chiapas,Berriozábal,El Sabinito
070120764,7,12,764,Chiapas,Berriozábal,Revolución
070130006,7,13,6,Chiapas,Bochil,Ajiló
070130007,7,13,7,Chiapas,Bochil,Allende Esquipulas
070130008,7,13,8,Chiapas,Bochil,El Amate
070130033,7,13,33,Chiapas,Bochil,La Yerbabuena
070130034,7,13,34,Chiapas,Bochil,Yerbabuena Isbontick
070130040,7,13,40,Chiapas,Bochil,Llano Grande
070130041,7,13,41,Chiapas,Bochil,Santa Cruz Niho
070130046,7,13,46,Chiapas,Bochil,Monte Grande
070130050,7,13,50,Chiapas,Bochil,La Naranja
070130055,7,13,55,Chiapas,Bochil,San Antonio la Pitahaya
070130056,7,13,56,Chiapas,Bochil,Pomiló
070130077,7,13,77,Chiapas,Bochil,San Pedro el Achiote (San Pedro Mártir)
070130083,7,13,83,Chiapas,Bochil,San Vicente
070130086,7,13,86,Chiapas,Bochil,Sitetic
070130097,7,13,97,Chiapas,Bochil,Venustiano Carranza
070130107,7,13,107,Chiapas,Bochil,El Copal
070130123,7,13,123,Chiapas,Bochil,Shashalpa
070130170,7,13,170,Chiapas,Bochil,San José Chavarría
070130176,7,13,176,Chiapas,Bochil,La Cañada
070130187,7,13,187,Chiapas,Bochil,Los Pinitos
070140020,7,14,20,Chiapas,El Bosque,Florencia
070140061,7,14,61,Chiapas,El Bosque,La Trinidad
070140108,7,14,108,Chiapas,El Bosque,El Pedregal
070150010,7,15,10,Chiapas,Cacahoatán,Bellavista
070150035,7,15,35,Chiapas,Cacahoatán,El Platanar
070150058,7,15,58,Chiapas,Cacahoatán,Benito Juárez el Plan
070150127,7,15,127,Chiapas,Cacahoatán,Toquián y las Nubes
070160002,7,16,2,Chiapas,Catazajá,Agua Fría
070160010,7,16,10,Chiapas,Catazajá,Francisco J. Grajales
070160025,7,16,25,Chiapas,Catazajá,La Siria 1ra. Sección
070160300,7,16,300,Chiapas,Catazajá,Estación la Unión
070170044,7,17,44,Chiapas,Cintalapa,Emiliano Zapata
070170050,7,17,50,Chiapas,Cintalapa,La Florida
070170081,7,17,81,Chiapas,Cintalapa,Nueva Tenochtitlán (Rizo de Oro)
070170179,7,17,179,Chiapas,Cintalapa,Integral Adolfo López Mateos
070170321,7,17,321,Chiapas,Cintalapa,General Cárdenas
070170398,7,17,398,Chiapas,Cintalapa,Esperanza de los Pobres
070170650,7,17,650,Chiapas,Cintalapa,Emiliano Zapata
070170844,7,17,844,Chiapas,Cintalapa,Nuevo Jerusalén
070170969,7,17,969,Chiapas,Cintalapa,Monte Sinaí Dos (El Fénix)
070180009,7,18,9,Chiapas,Coapilla,Vicente Guerrero
070180012,7,18,12,Chiapas,Coapilla,Llano Grande
070180013,7,18,13,Chiapas,Coapilla,Buenavista (Matasanos)
070180016,7,18,16,Chiapas,Coapilla,José María Morelos y Pavón
070180026,7,18,26,Chiapas,Coapilla,Unión Portes Gil (San Pedro)
070180038,7,18,38,Chiapas,Coapilla,Morelia
070190011,7,19,11,Chiapas,Comitán de Domínguez,Cajcam
070190054,7,19,54,Chiapas,Comitán de Domínguez,Francisco J. Mújica
070190059,7,19,59,Chiapas,Comitán de Domínguez,Hidalgo
070190067,7,19,67,Chiapas,Comitán de Domínguez,Juznajab la Laguna
070190076,7,19,76,Chiapas,Comitán de Domínguez,San Antonio Ogotzil
070190089,7,19,89,Chiapas,Comitán de Domínguez,Primero de Mayo
070190159,7,19,159,Chiapas,Comitán de Domínguez,Ajayaxch
070190229,7,19,229,Chiapas,Comitán de Domínguez,Guadalupe Quistaj
070190360,7,19,360,Chiapas,Comitán de Domínguez,Guadalupe Buenavista
070200010,7,20,10,Chiapas,La Concordia,Custepec
070200018,7,20,18,Chiapas,La Concordia,Guadalupe Maravillas
070200020,7,20,20,Chiapas,La Concordia,Niños Héroes
070200025,7,20,25,Chiapas,La Concordia,Plan de Agua Prieta
070200031,7,20,31,Chiapas,La Concordia,El Retiro
070200033,7,20,33,Chiapas,La Concordia,Rizo de Oro
070200114,7,20,114,Chiapas,La Concordia,El Diamante de Echeverría
070200151,7,20,151,Chiapas,La Concordia,El Altillo
070200182,7,20,182,Chiapas,La Concordia,San José Maravillas
070200228,7,20,228,Chiapas,La Concordia,San Rafael
070200541,7,20,541,Chiapas,La Concordia,Nuevo Resplandor
070200569,7,20,569,Chiapas,La Concordia,Plan de la Libertad
070200937,7,20,937,Chiapas,La Concordia,Plan de la Libertad Baja (El Recreo)
070200952,7,20,952,Chiapas,La Concordia,San Isidro
070201062,7,20,1062,Chiapas,La Concordia,San Marcos
070201135,7,20,1135,Chiapas,La Concordia,El Ramal (Porvenir)
070210009,7,21,9,Chiapas,Copainalá,Miguel Hidalgo (Zacalapa)
070210012,7,21,12,Chiapas,Copainalá,Agustín de Iturbide
070220004,7,22,4,Chiapas,Chalchihuitán,Jolitontic
070220005,7,22,5,Chiapas,Chalchihuitán,Joltealal
070220008,7,22,8,Chiapas,Chalchihuitán,Saclum
070220012,7,22,12,Chiapas,Chalchihuitán,Pom
070220013,7,22,13,Chiapas,Chalchihuitán,Canech
070220014,7,22,14,Chiapas,Chalchihuitán,Balunaco
070220016,7,22,16,Chiapas,Chalchihuitán,Pacanam
070220017,7,22,17,Chiapas,Chalchihuitán,Tzununil
070220020,7,22,20,Chiapas,Chalchihuitán,Tz'Ak
070220022,7,22,22,Chiapas,Chalchihuitán,Ch'Enmut
070220025,7,22,25,Chiapas,Chalchihuitán,Jolsostetic
070220027,7,22,27,Chiapas,Chalchihuitán,N'Amtic
070220031,7,22,31,Chiapas,Chalchihuitán,Tosho
070220032,7,22,32,Chiapas,Chalchihuitán,Tzomoltón
070220033,7,22,33,Chiapas,Chalchihuitán,Chitik
070220035,7,22,35,Chiapas,Chalchihuitán,Pacanam Viejo
070220036,7,22,36,Chiapas,Chalchihuitán,Lobolaltic (Tojtic)
070220037,7,22,37,Chiapas,Chalchihuitán,Canalumtic
070220045,7,22,45,Chiapas,Chalchihuitán,Xiximtontic
070220050,7,22,50,Chiapas,Chalchihuitán,Yolonhuitz
070230006,7,23,6,Chiapas,Chamula,Bachén
070230015,7,23,15,Chiapas,Chamula,Corralito
070230021,7,23,21,Chiapas,Chamula,Chicviltenal
070230028,7,23,28,Chiapas,Chamula,Jolpajaltón
070230031,7,23,31,Chiapas,Chamula,Jomalho
070230042,7,23,42,Chiapas,Chamula,Pajaltón Bajo
070230043,7,23,43,Chiapas,Chamula,Pajaltón Alto
070230057,7,23,57,Chiapas,Chamula,Santa Ana
070230064,7,23,64,Chiapas,Chamula,Tzontehuitz
070230081,7,23,81,Chiapas,Chamula,Las Minas
070230100,7,23,100,Chiapas,Chamula,Jomtealhó
070230104,7,23,104,Chiapas,Chamula,Nitijom
070230112,7,23,112,Chiapas,Chamula,Rasién
070230115,7,23,115,Chiapas,Chamula,Ch'Ultic
070230118,7,23,118,Chiapas,Chamula,Botatulán
070230127,7,23,127,Chiapas,Chamula,Bashequen
070230130,7,23,130,Chiapas,Chamula,Ichilho
070230133,7,23,133,Chiapas,Chamula,Majomut
070230142,7,23,142,Chiapas,Chamula,Yolón Jol Chumtic
070230145,7,23,145,Chiapas,Chamula,Agil Santa Rita
070230159,7,23,159,Chiapas,Chamula,Jolchijtik
070230168,7,23,168,Chiapas,Chamula,Botatulán II
070230171,7,23,171,Chiapas,Chamula,Pulumsibak
070240008,7,24,8,Chiapas,Chanal,Siberia
070240013,7,24,13,Chiapas,Chanal,Frontera Mexiquito
070250002,7,25,2,Chiapas,Chapultenango,Carmen Tonapac
070250026,7,25,26,Chiapas,Chapultenango,San Miguel Buenavista
070260002,7,26,2,Chiapas,Chenalhó,Acteal
070260019,7,26,19,Chiapas,Chenalhó,Chimtic
070260023,7,26,23,Chiapas,Chenalhó,Jolxic
070260024,7,26,24,Chiapas,Chenalhó,La Libertad
070260025,7,26,25,Chiapas,Chenalhó,Las Limas
070260029,7,26,29,Chiapas,Chenalhó,Miguel Utrilla (Los Chorros)
070260030,7,26,30,Chiapas,Chenalhó,Majomut
070260036,7,26,36,Chiapas,Chenalhó,Poconichim
070260038,7,26,38,Chiapas,Chenalhó,Puebla
070260042,7,26,42,Chiapas,Chenalhó,Shunuch
070260051,7,26,51,Chiapas,Chenalhó,Tzabalhó
070260057,7,26,57,Chiapas,Chenalhó,Yabteclum (Pueblo Viejo)
070260058,7,26,58,Chiapas,Chenalhó,Yabteclum Fracción Uno
070260059,7,26,59,Chiapas,Chenalhó,Yabteclum Fracción Dos
070260064,7,26,64,Chiapas,Chenalhó,Yibeljoj
070260073,7,26,73,Chiapas,Chenalhó,Tzajalchén
070260075,7,26,75,Chiapas,Chenalhó,Bajoveltic
070260114,7,26,114,Chiapas,Chenalhó,Tzeltal
070260116,7,26,116,Chiapas,Chenalhó,Chimix Primera
070260124,7,26,124,Chiapas,Chenalhó,Naranjatic Bajo
070260125,7,26,125,Chiapas,Chenalhó,Las Delicias
070260136,7,26,136,Chiapas,Chenalhó,Kexalhukum
070260162,7,26,162,Chiapas,Chenalhó,Beumpale
070260163,7,26,163,Chiapas,Chenalhó,Campo los Toros
070260164,7,26,164,Chiapas,Chenalhó,Guayabal
070260173,7,26,173,Chiapas,Chenalhó,Javaltón
070260174,7,26,174,Chiapas,Chenalhó,Centro Nuevo Yibeljoj
070260178,7,26,178,Chiapas,Chenalhó,Acteal Alto
070260191,7,26,191,Chiapas,Chenalhó,Santo Ch'En
070260193,7,26,193,Chiapas,Chenalhó,Agua Viva
070260201,7,26,201,Chiapas,Chenalhó,Fracción San Pedro
070260206,7,26,206,Chiapas,Chenalhó,Barrio Esquipulas
070260208,7,26,208,Chiapas,Chenalhó,Fracción Polhó
070260212,7,26,212,Chiapas,Chenalhó,Rio Jordán
070260214,7,26,214,Chiapas,Chenalhó,Fracción Canolal
070260215,7,26,215,Chiapas,Chenalhó,Primera Fracción Canolal
070270014,7,27,14,Chiapas,Chiapa de Corzo,El Canelar
070270051,7,27,51,Chiapas,Chiapa de Corzo,El Manguito (Platanar)
070270109,7,27,109,Chiapas,Chiapa de Corzo,El Horizonte
070270112,7,27,112,Chiapas,Chiapa de Corzo,Venustiano Carranza
070270134,7,27,134,Chiapas,Chiapa de Corzo,Doctor Manuel Velasco Suárez
070270172,7,27,172,Chiapas,Chiapa de Corzo,General Emiliano Zapata Dos
070300020,7,30,20,Chiapas,Chicomuselo,Josefa Ortiz de Domínguez (La Fortuna)
070300031,7,30,31,Chiapas,Chicomuselo,Miguel Alemán
070300037,7,30,37,Chiapas,Chicomuselo,Nueva América
070300049,7,30,49,Chiapas,Chicomuselo,La Piedad
070300054,7,30,54,Chiapas,Chicomuselo,Piedra Labrada
070300075,7,30,75,Chiapas,Chicomuselo,Monte Sinaí
070300091,7,30,91,Chiapas,Chicomuselo,Plan de Ayala
070300098,7,30,98,Chiapas,Chicomuselo,La Zacualpa
070300103,7,30,103,Chiapas,Chicomuselo,El Raizal
070300124,7,30,124,Chiapas,Chicomuselo,El Cofre Bajo (Canta Rana)
070300130,7,30,130,Chiapas,Chicomuselo,Nueva Reforma
070300177,7,30,177,Chiapas,Chicomuselo,Piedra Labrada
070300234,7,30,234,Chiapas,Chicomuselo,El Mirador Dos
070300296,7,30,296,Chiapas,Chicomuselo,Galicia
070300298,7,30,298,Chiapas,Chicomuselo,San Antonio Ocotal
070310013,7,31,13,Chiapas,Chilón,Bahtzibiltic
070310015,7,31,15,Chiapas,Chilón,Baminas
070310026,7,31,26,Chiapas,Chilón,Cacateel
070310028,7,31,28,Chiapas,Chilón,Filadelfia
070310029,7,31,29,Chiapas,Chilón,Caquemte'El (K'Aquemteel 1ra. Sección)
070310037,7,31,37,Chiapas,Chilón,K'Anjá
070310039,7,31,39,Chiapas,Chilón,Cantelá
070310042,7,31,42,Chiapas,Chilón,Carmen Xaquilá
070310045,7,31,45,Chiapas,Chilón,Cojtomil
070310049,7,31,49,Chiapas,Chilón,Corostic
070310051,7,31,51,Chiapas,Chilón,San Martín Cruztón
070310057,7,31,57,Chiapas,Chilón,Centro Chewal
070310059,7,31,59,Chiapas,Chilón,Chikaktic
070310063,7,31,63,Chiapas,Chilón,Chich 2da. Sección
070310071,7,31,71,Chiapas,Chilón,Delina Baja
070310073,7,31,73,Chiapas,Chilón,El Edén
070310081,7,31,81,Chiapas,Chilón,Golotón la Raya
070310088,7,31,88,Chiapas,Chilón,Bolontón
070310095,7,31,95,Chiapas,Chilón,Jolamaltzac
070310097,7,31,97,Chiapas,Chilón,Jol Cacualá
070310101,7,31,101,Chiapas,Chilón,Jol Sacún
070310104,7,31,104,Chiapas,Chilón,Julbajpimil
070310111,7,31,111,Chiapas,Chilón,Lamaltzac
070310112,7,31,112,Chiapas,Chilón,Maj Chum
070310113,7,31,113,Chiapas,Chilón,Majasil
070310114,7,31,114,Chiapas,Chilón,Los Mangos
070310118,7,31,118,Chiapas,Chilón,Maquinchab
070310120,7,31,120,Chiapas,Chilón,Mequeja
070310123,7,31,123,Chiapas,Chilón,Morelitos
070310126,7,31,126,Chiapas,Chilón,Centro Muquil
070310128,7,31,128,Chiapas,Chilón,Muc'Aquil
070310133,7,31,133,Chiapas,Chilón,Nichteel
070310140,7,31,140,Chiapas,Chilón,Pataliljá
070310144,7,31,144,Chiapas,Chilón,Pathuitz
070310147,7,31,147,Chiapas,Chilón,Peña Fuerte
070310171,7,31,171,Chiapas,Chilón,San Felipe
070310175,7,31,175,Chiapas,Chilón,San Gabriel
070310181,7,31,181,Chiapas,Chilón,San José Guayaquil
070310202,7,31,202,Chiapas,Chilón,Santa Rosa Mamalik
070310205,7,31,205,Chiapas,Chilón,San Vicente
070310211,7,31,211,Chiapas,Chilón,El Sitim
070310213,7,31,213,Chiapas,Chilón,Suluphuitz
070310216,7,31,216,Chiapas,Chilón,Tacuba Nueva
070310220,7,31,220,Chiapas,Chilón,San José Tenojib
070310221,7,31,221,Chiapas,Chilón,Tiaquil
070310224,7,31,224,Chiapas,Chilón,Yaxteljá
070310225,7,31,225,Chiapas,Chilón,Tunapaz
070310226,7,31,226,Chiapas,Chilón,Tzajalá Jericó
070310229,7,31,229,Chiapas,Chilón,Centro Tzó Oljá
070310244,7,31,244,Chiapas,Chilón,Yetal-Tz'Ac
070310248,7,31,248,Chiapas,Chilón,Yulubmax
070310252,7,31,252,Chiapas,Chilón,Tzasibiltic
070310278,7,31,278,Chiapas,Chilón,Jol Hic'Batil
070310288,7,31,288,Chiapas,Chilón,Bahtaj
070310289,7,31,289,Chiapas,Chilón,Muquenal
070310314,7,31,314,Chiapas,Chilón,Poquil
070310317,7,31,317,Chiapas,Chilón,Campo Bolontiná
070310326,7,31,326,Chiapas,Chilón,Ya'Altzemen
070310329,7,31,329,Chiapas,Chilón,Alán Bolontiná
070310332,7,31,332,Chiapas,Chilón,Paxilá Antioquía
070310333,7,31,333,Chiapas,Chilón,Ramosil (Tzajalnabil)
070310335,7,31,335,Chiapas,Chilón,Sacún Cubwitz
070310340,7,31,340,Chiapas,Chilón,Oxjetjá
070310348,7,31,348,Chiapas,Chilón,Achaleljá
070310349,7,31,349,Chiapas,Chilón,Tzajalucum
070310350,7,31,350,Chiapas,Chilón,1ra. Yalxex
070310354,7,31,354,Chiapas,Chilón,Muc'Ulja'
070310355,7,31,355,Chiapas,Chilón,San Pedro Pulemal
